ProductId,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL,retail_price,user_rating,product_interactions,no_purchase
21868,Girls,Apparel,Topwear,Tops,Pink,Casual,Chhota Bheem Kids Girls Are You Game Pink Top,21868.jpg,Asset/Apparel/Girls/21868.jpg,2543,1,7972,1915
24946,Girls,Apparel,Topwear,Tops,White,Casual,United Colors of Benetton Kids Girls White Printed Top,24946.jpg,Asset/Apparel/Girls/24946.jpg,8438,2,9679,2029
27196,Girls,Apparel,Dress,Dresses,Yellow,Casual,Doodle Girls Yellow Dress,27196.jpg,Asset/Apparel/Girls/27196.jpg,4160,2,8531,2027
34111,Girls,Apparel,Topwear,Tops,Navy Blue,Casual,Doodle Girls Striped Navy Blue Top,34111.jpg,Asset/Apparel/Girls/34111.jpg,3162,3,7502,1978
52131,Girls,Apparel,Dress,Dresses,Blue,Casual,Doodle Girls Blue Printed Dress,52131.jpg,Asset/Apparel/Girls/52131.jpg,3235,2,1455,1459
2700,Girls,Apparel,Topwear,Tops,White,Casual,Disney Kids Girl's White Kidswear,2700.jpg,Asset/Apparel/Girls/2700.jpg,2473,10,8662,841
33152,Girls,Apparel,Topwear,Tops,Green,Casual,Gini and Jony Girls Printed Green Top,33152.jpg,Asset/Apparel/Girls/33152.jpg,4019,1,9907,2180
39830,Girls,Apparel,Bottomwear,Shorts,Purple,Casual,Gini and Jony Girls Core Purple Shorts,39830.jpg,Asset/Apparel/Girls/39830.jpg,1989,7,9060,2043
38327,Girls,Apparel,Topwear,Tops,Blue,Casual,Hannah Montana Girls Blue Top,38327.jpg,Asset/Apparel/Girls/38327.jpg,6024,9,9295,1320
3820,Girls,Apparel,Topwear,Tops,White,Casual,Disney Kids Girl's Minnie Summer Time White Top,3820.jpg,Asset/Apparel/Girls/3820.jpg,5243,2,9688,1689
18171,Girls,Apparel,Topwear,Tops,Green,Casual,Doodle Kids Girls Ballon Green Top,18171.jpg,Asset/Apparel/Girls/18171.jpg,1022,6,1141,2529
42590,Girls,Apparel,Topwear,Tshirts,White,Casual,United Colors of Benetton Girls White Printed T-Shirt,42590.jpg,Asset/Apparel/Girls/42590.jpg,3888,10,8744,1803
38329,Girls,Apparel,Topwear,Tops,Off White,Casual,Hannah Montana Girls Off White Tops,38329.jpg,Asset/Apparel/Girls/38329.jpg,3055,1,3074,2999
35436,Girls,Apparel,Bottomwear,Shorts,Blue,Casual,Doodle Girls Washed Blue Shorts,35436.jpg,Asset/Apparel/Girls/35436.jpg,7968,10,7216,1726
18178,Girls,Apparel,Topwear,Tops,Black,Casual,Doodle Kids Girls Black Layer Top,18178.jpg,Asset/Apparel/Girls/18178.jpg,4041,5,3000,534
43683,Girls,Apparel,Topwear,Tops,Blue,Casual,Doodle Girls Printed Blue Top,43683.jpg,Asset/Apparel/Girls/43683.jpg,1881,6,3875,509
41312,Girls,Apparel,Bottomwear,Capris,Pink,Casual,Gini and Jony Girls Fixed Weast Pink Capris,41312.jpg,Asset/Apparel/Girls/41312.jpg,4656,5,4341,2105
39005,Girls,Apparel,Topwear,Tops,Navy Blue,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top,39005.jpg,Asset/Apparel/Girls/39005.jpg,5581,4,4476,1521
24947,Girls,Apparel,Topwear,Tops,Red,Casual,United Colors of Benetton Kids Girls Red Printed Top,24947.jpg,Asset/Apparel/Girls/24947.jpg,5395,8,8309,2427
52130,Girls,Apparel,Dress,Dresses,Blue,Casual,Doodle Girls Blue Printed Dress,52130.jpg,Asset/Apparel/Girls/52130.jpg,4503,5,4211,2541
34110,Girls,Apparel,Topwear,Tops,Red,Casual,Doodle Girls Printed Red Top,34110.jpg,Asset/Apparel/Girls/34110.jpg,4176,5,5823,660
43042,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Pink Top,43042.jpg,Asset/Apparel/Girls/43042.jpg,9864,7,8824,2755
2701,Girls,Apparel,Topwear,Tops,Yellow,Casual,Disney Kids Girl's Yellow Daisy Kidswear,2701.jpg,Asset/Apparel/Girls/2701.jpg,4245,8,4978,2576
38944,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Printed White Top,38944.jpg,Asset/Apparel/Girls/38944.jpg,8750,4,8339,2103
2706,Girls,Apparel,Topwear,Tops,Pink,Casual,Disney Kids Girl's Pink Pooh Kidswear,2706.jpg,Asset/Apparel/Girls/2706.jpg,1513,10,7523,2663
34117,Girls,Apparel,Bottomwear,Shorts,Blue,Casual,Doodle Girls Washed Blue Shorts,34117.jpg,Asset/Apparel/Girls/34117.jpg,9445,4,7331,1310
38343,Girls,Apparel,Topwear,Tops,White,Casual,Mr. Men Little Miss Girls White Tops,38343.jpg,Asset/Apparel/Girls/38343.jpg,2355,1,5464,1551
41971,Girls,Apparel,Topwear,Tops,Blue,Casual,Gini and Jony Girls Summer Up Blue Top,41971.jpg,Asset/Apparel/Girls/41971.jpg,4894,5,8353,2635
37562,Girls,Apparel,Topwear,Rompers,Green,Casual,Madagascar3 Infant Boys Light Green Snapsuit Romper,37562.jpg,Asset/Apparel/Girls/37562.jpg,6763,1,4626,2932
46733,Girls,Apparel,Bottomwear,Capris,Navy Blue,Casual,Gini and Jony Girls Navy Blue Capris,46733.jpg,Asset/Apparel/Girls/46733.jpg,7777,9,7655,2474
2730,Girls,Apparel,Topwear,Tops,Red,Casual,Disney Kids Girl's Red Round Neck Kidswear,2730.jpg,Asset/Apparel/Girls/2730.jpg,4375,8,9479,718
36212,Girls,Apparel,Topwear,Tops,Black,Casual,Gini Jony Girls Black Top,36212.jpg,Asset/Apparel/Girls/36212.jpg,7576,7,7924,2763
24985,Girls,Apparel,Topwear,Tops,Pink,Casual,United Colors of Benetton Kids Girls Pink Printed Top,24985.jpg,Asset/Apparel/Girls/24985.jpg,8832,4,2411,1796
41976,Girls,Apparel,Bottomwear,Capris,White,Casual,Gini and Jony Girls White Pedal Pusher,41976.jpg,Asset/Apparel/Girls/41976.jpg,1422,3,5540,1544
2708,Girls,Apparel,Dress,Dresses,White,Casual,Disney Kids Girl's White Dress Pooh Kidswear,2708.jpg,Asset/Apparel/Girls/2708.jpg,7968,9,7444,2975
2737,Girls,Apparel,Topwear,Tops,Red,Casual,Disney Kids Girl's Red Kidswear,2737.jpg,Asset/Apparel/Girls/2737.jpg,5287,7,7845,704
36215,Girls,Apparel,Bottomwear,Shorts,Purple,Casual,Gini and Jony Girls Core Purple Shorts,36215.jpg,Asset/Apparel/Girls/36215.jpg,7432,7,7793,1503
37565,Girls,Apparel,Innerwear,Innerwear Vests,Green,Casual,Madagascar Girls Green Innerwear Vest,37565.jpg,Asset/Apparel/Girls/37565.jpg,1783,6,5333,504
38328,Girls,Apparel,Topwear,Tops,Pink,Casual,Hannah Montana Girls Pink Top,38328.jpg,Asset/Apparel/Girls/38328.jpg,4231,9,7168,1819
35437,Girls,Apparel,Bottomwear,Shorts,Black,Casual,Doodle Girls Washed Black Shorts,35437.jpg,Asset/Apparel/Girls/35437.jpg,1474,5,6606,1267
18179,Girls,Apparel,Topwear,Tops,Black,Casual,Doodle Kids Girls Black Layer Top,18179.jpg,Asset/Apparel/Girls/18179.jpg,7502,4,2917,589
30725,Girls,Apparel,Topwear,Lehenga Choli,Pink,Ethnic,Fabindia Girls Printed Pink Lehenga Choli,30725.jpg,Asset/Apparel/Girls/30725.jpg,9967,10,1734,1191
39836,Girls,Apparel,Topwear,Tops,Peach,Casual,Gini and Jony Girls Printed Peach Top,39836.jpg,Asset/Apparel/Girls/39836.jpg,9462,4,5689,1419
33153,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Printed White Top,33153.jpg,Asset/Apparel/Girls/33153.jpg,2173,9,4040,1864
39831,Girls,Apparel,Bottomwear,Shorts,Magenta,Casual,Gini and Jony Girls Core Magenta Shorts,39831.jpg,Asset/Apparel/Girls/39831.jpg,6532,4,2320,980
5570,Girls,Apparel,Dress,Dresses,Grey,Casual,Ant Kids Girl's Sleeveless With Flower Print Kidswear,5570.jpg,Asset/Apparel/Girls/5570.jpg,3909,6,6407,2111
3819,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Minnie Summer Time Pink Top,3819.jpg,Asset/Apparel/Girls/3819.jpg,4410,10,5806,1623
38326,Girls,Apparel,Topwear,Tops,Pink,Casual,Hannah Montana Girls Pink Printed Top,38326.jpg,Asset/Apparel/Girls/38326.jpg,2348,3,3013,1292
34159,Girls,Apparel,Topwear,Tops,White,Casual,Gini and Jony Girls Printed White Top,34159.jpg,Asset/Apparel/Girls/34159.jpg,4095,7,5900,2542
39010,Girls,Apparel,Topwear,Tops,Pink,Casual,Gini and Jony Girls Kitch Peachy Pink Top,39010.jpg,Asset/Apparel/Girls/39010.jpg,9005,2,4654,1514
41307,Girls,Apparel,Topwear,Tops,Black,Casual,Gini and Jony Girls Black Top,41307.jpg,Asset/Apparel/Girls/41307.jpg,2145,5,4807,1776
34166,Girls,Apparel,Topwear,Tops,Magenta,Casual,Gini and Jony Girls Purple Top,34166.jpg,Asset/Apparel/Girls/34166.jpg,6357,3,5397,1014
38935,Girls,Apparel,Bottomwear,Leggings,Black,Casual,Gini and Jony Girls Black Leggings,38935.jpg,Asset/Apparel/Girls/38935.jpg,4475,10,3597,2618
38767,Girls,Apparel,Bottomwear,Shorts,Pink,Casual,Gini and Jony Girls Pink Shorts,38767.jpg,Asset/Apparel/Girls/38767.jpg,5095,4,9388,821
33149,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,Gini and Jony Girls Pink Leggings,33149.jpg,Asset/Apparel/Girls/33149.jpg,3789,10,9269,2334
38932,Girls,Apparel,Bottomwear,Leggings,Pink,Casual,Gini and Jony Girls Pink Leggings,38932.jpg,Asset/Apparel/Girls/38932.jpg,5936,10,8197,2415
43691,Girls,Apparel,Topwear,Tops,Yellow,Casual,Doodle Girls Printed Yellow Top,43691.jpg,Asset/Apparel/Girls/43691.jpg,9095,10,6696,1104
34161,Girls,Apparel,Topwear,Tops,Black,Casual,Gini and Jony Girls Black Top,34161.jpg,Asset/Apparel/Girls/34161.jpg,9885,10,8441,810
41300,Girls,Apparel,Topwear,Tshirts,Green,Casual,Gini and Jony Girls Polo Striped Blue T-shirt,41300.jpg,Asset/Apparel/Girls/41300.jpg,4911,7,1033,2926
38335,Girls,Apparel,Topwear,Tops,Red,Casual,Mr. Men Little Miss Girls Red Printed Top,38335.jpg,Asset/Apparel/Girls/38335.jpg,3583,1,2134,2811
8415,Girls,Apparel,Topwear,Tshirts,White,Casual,Doodle Girl's Hippie Chic White Teen Kidswear,8415.jpg,Asset/Apparel/Girls/8415.jpg,3349,1,7340,2460
41309,Girls,Apparel,Topwear,Tops,Peach,Casual,Gini and Jony Girls Woven Peach Top,41309.jpg,Asset/Apparel/Girls/41309.jpg,9088,1,1434,1670
30731,Girls,Apparel,Bottomwear,Salwar,Magenta,Ethnic,Fabindia Girls Printed Magenta Salwar,30731.jpg,Asset/Apparel/Girls/30731.jpg,2083,3,9356,1203
4213,Girls,Apparel,Topwear,Tshirts,Pink,Casual,Disney Kids Girl's Pink Summer Fun Fair Kidswear,4213.jpg,Asset/Apparel/Girls/4213.jpg,6612,10,3292,2001
